"Program","xPONENT","","MAGPIX"
"Build","4.2.1324.0"
"Date","1/26/2017","10:38 AM"

"SN","MAGPX13254704"
"Batch","170126_Zeba_XO3"
"Version","1"
"Operator",""
"ComputerName","MAGPIX-PC"
"Country Code","409"
"ProtocolName","as_Vol65_allAnalytes"
"ProtocolVersion","1"
"ProtocolDescription",""
"ProtocolDevelopingCompany",""
"SampleVolume","65 uL"
"SampleWash","On"
"BatchStartTime","1/26/2017 10:40:37 AM"
"BatchStopTime","1/26/2017 11:33:38 AM"
"BatchDescription","<None>"
"ProtocolPlate","Name","BioPlex_FlatBottomPlate","Type","96","Plates","1"
"ProtocolMicrosphere","Map","BP 50 regions","Type","MagPlex","Count","50"
"ProtocolReporterGain","N/A"
"ProtocolAnalysis","Off"
"NormBead","None"
"ProtocolHeater","Off"

"Most Recent Calibration and Verification Results:"
"Last CAL Calibration","Passed 1/26/2017 9:34:28 AM"
"Last VER Verification","Passed 1/26/2017 9:35:33 AM"
"Last Fluidics Test","Passed 1/26/2017 9:36:48 AM"
""
"CALInfo:"
"Calibrator"
"Lot","ExpirationDate","CalibrationTime","CL1Temp","CL2Temp","RP1LongTemp","RP1ShortTemp","CL1Current","CL2Current","RP1LongCurrent","RP1ShortCurrent","CL1Factor","CL2Factor","RP1LongFactor","RP1ShortFactor","Result","MachineSerialNo"
"B36313","6/12/2018","1/26/2017 9:34:28 AM","26.2","26.2","26.2","26.2","200","233","418","418","0.00708","0.00703","0.00386","0.11432","Pass","MAGPX13254704"


"Samples","73","Min Events","50","Per Bead"

"Results"

"DataType:","Median"
"Location","Sample","Analyte 12","Analyte 13","Analyte 14","Analyte 15","Analyte 18","Analyte 19","Analyte 20","Analyte 21","Analyte 22","Analyte 25","Analyte 26","Analyte 27","Analyte 28","Analyte 29","Analyte 30","Analyte 33","Analyte 34","Analyte 35","Analyte 36","Analyte 37","Analyte 38","Analyte 39","Analyte 42","Analyte 43","Analyte 44","Analyte 45","Analyte 46","Analyte 47","Analyte 48","Analyte 51","Analyte 52","Analyte 53","Analyte 54","Analyte 55","Analyte 56","Analyte 57","Analyte 61","Analyte 62","Analyte 63","Analyte 64","Analyte 65","Analyte 66","Analyte 67","Analyte 72","Analyte 73","Analyte 74","Analyte 75","Analyte 76","Analyte 77","Analyte 78","Total Events"
"1(1,A1)","Unknown1","NaN","NaN","54.33","NaN","248.61","NaN","NaN","NaN","NaN","NaN","NaN","238.24","NaN","NaN","NaN","NaN","NaN","NaN","49.56","NaN","55.04","NaN","45.55","NaN","NaN","NaN","224.99","NaN","NaN","NaN","185.82","NaN","40.66","NaN","34.1","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","136.3","NaN","NaN","NaN","2623"
"2(1,B1)","Unknown2","NaN","NaN","53.21","NaN","224.75","NaN","NaN","NaN","NaN","NaN","NaN","216.67","NaN","NaN","NaN","NaN","NaN","NaN","49.9","NaN","69.74","NaN","43.5","NaN","NaN","NaN","181.95","NaN","NaN","NaN","170.28","NaN","37.61","NaN","32.84","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","144.6","NaN","NaN","NaN","3127"
"3(1,C1)","Unknown3","NaN","NaN","54.18","NaN","218.86","NaN","NaN","NaN","NaN","NaN","NaN","256","NaN","NaN","NaN","NaN","NaN","NaN","46.53","NaN","53.12","NaN","55.28","NaN","NaN","NaN","147.79","NaN","NaN","NaN","174.53","NaN","41.51","NaN","32.41","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","71.7","NaN","NaN","NaN","2969"
"4(1,D1)","Unknown4","NaN","NaN","52.09","NaN","290.94","NaN","NaN","NaN","NaN","NaN","NaN","183.41","NaN","NaN","NaN","NaN","NaN","NaN","47.83","NaN","51.99","NaN","46.56","NaN","NaN","NaN","210.3","NaN","NaN","NaN","170.03","NaN","37.77","NaN","36.64","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","232.02","NaN","NaN","NaN","2797"
"5(1,E1)","Unknown5","NaN","NaN","53.85","NaN","293.76","NaN","NaN","NaN","NaN","NaN","NaN","360.66","NaN","NaN","NaN","NaN","NaN","NaN","51.57","NaN","55.89","NaN","45.25","NaN","NaN","NaN","195.92","NaN","NaN","NaN","411","NaN","40.27","NaN","36.04","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","175.5","NaN","NaN","NaN","3170"
"6(1,F1)","Unknown6","NaN","NaN","52.6","NaN","197.13","NaN","NaN","NaN","NaN","NaN","NaN","226.38","NaN","NaN","NaN","NaN","NaN","NaN","47.49","NaN","51.03","NaN","43.23","NaN","NaN","NaN","204.09","NaN","NaN","NaN","162.91","NaN","39.48","NaN","32.95","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","63.45","NaN","NaN","NaN","3778"
"7(1,G1)","Unknown7","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","11"
"8(1,H1)","Unknown8","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","3"
"9(1,A2)","Unknown9","NaN","NaN","53.45","NaN","153.36","NaN","NaN","NaN","NaN","NaN","NaN","272.21","NaN","NaN","NaN","NaN","NaN","NaN","43.36","NaN","53.2","NaN","42.08","NaN","NaN","NaN","179.29","NaN","NaN","NaN","158.76","NaN","38.51","NaN","31.46","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","85.77","NaN","NaN","NaN","2969"
"10(1,B2)","Unknown10","NaN","NaN","74.18","NaN","287.76","NaN","NaN","NaN","NaN","NaN","NaN","286.81","NaN","NaN","NaN","NaN","NaN","NaN","50.06","NaN","58.76","NaN","47.51","NaN","NaN","NaN","213.71","NaN","NaN","NaN","176.62","NaN","41.29","NaN","30.98","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","240.01","NaN","NaN","NaN","2823"
"11(1,C2)","Unknown11","NaN","NaN","51.63","NaN","90.72","NaN","NaN","NaN","NaN","NaN","NaN","251.33","NaN","NaN","NaN","NaN","NaN","NaN","44.88","NaN","63.82","NaN","41.01","NaN","NaN","NaN","121.13","NaN","NaN","NaN","169.91","NaN","37.78","NaN","35.81","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","47.36","NaN","NaN","NaN","3219"
"12(1,D2)","Unknown12","NaN","NaN","56","NaN","287.44","NaN","NaN","NaN","NaN","NaN","NaN","243.68","NaN","NaN","NaN","NaN","NaN","NaN","45.76","NaN","157.48","NaN","42.08","NaN","NaN","NaN","218.67","NaN","NaN","NaN","177.54","NaN","40.87","NaN","32.87","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","245.41","NaN","NaN","NaN","2952"
"13(1,E2)","Unknown13","NaN","NaN","54.38","NaN","325.71","NaN","NaN","NaN","NaN","NaN","NaN","328.3","NaN","NaN","NaN","NaN","NaN","NaN","47.99","NaN","57.32","NaN","45.73","NaN","NaN","NaN","229.53","NaN","NaN","NaN","178.13","NaN","42.12","NaN","35.59","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","181.36","NaN","NaN","NaN","3158"
"14(1,F2)","Unknown14","NaN","NaN","53.68","NaN","233.72","NaN","NaN","NaN","NaN","NaN","NaN","276.74","NaN","NaN","NaN","NaN","NaN","NaN","44.54","NaN","49.36","NaN","41.75","NaN","NaN","NaN","213.13","NaN","NaN","NaN","177","NaN","39.3","NaN","32.35","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","108.5","NaN","NaN","NaN","2940"
"17(1,A3)","Unknown15","NaN","NaN","54.05","NaN","272.24","NaN","NaN","NaN","NaN","NaN","NaN","220.84","NaN","NaN","NaN","NaN","NaN","NaN","45.9","NaN","54.25","NaN","43.89","NaN","NaN","NaN","235.64","NaN","NaN","NaN","168.3","NaN","40.09","NaN","34.38","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","141.59","NaN","NaN","NaN","3417"
"18(1,B3)","Unknown16","NaN","NaN","53.75","NaN","224.24","NaN","NaN","NaN","NaN","NaN","NaN","306.12","NaN","NaN","NaN","NaN","NaN","NaN","46.5","NaN","63.04","NaN","42.47","NaN","NaN","NaN","214.77","NaN","NaN","NaN","169.49","NaN","38.2","NaN","33.4","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","111.02","NaN","NaN","NaN","3000"
"19(1,C3)","Unknown17","NaN","NaN","66.71","NaN","251.16","NaN","NaN","NaN","NaN","NaN","NaN","138.11","NaN","NaN","NaN","NaN","NaN","NaN","57.69","NaN","89.77","NaN","51.25","NaN","NaN","NaN","245.88","NaN","NaN","NaN","185.78","NaN","44.24","NaN","39.78","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","747.55","NaN","NaN","NaN","2794"
"20(1,D3)","Unknown18","NaN","NaN","53.8","NaN","199.97","NaN","NaN","NaN","NaN","NaN","NaN","403.94","NaN","NaN","NaN","NaN","NaN","NaN","43.21","NaN","53.14","NaN","52.37","NaN","NaN","NaN","156.72","NaN","NaN","NaN","165.29","NaN","39.39","NaN","31.48","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","82.23","NaN","NaN","NaN","3240"
"21(1,E3)","Unknown19","NaN","NaN","54.84","NaN","245.88","NaN","NaN","NaN","NaN","NaN","NaN","547.71","NaN","NaN","NaN","NaN","NaN","NaN","49.03","NaN","57.64","NaN","44.51","NaN","NaN","NaN","211.07","NaN","NaN","NaN","183.43","NaN","39.81","NaN","33.16","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","113.96","NaN","NaN","NaN","3295"
"22(1,F3)","Unknown20","NaN","NaN","52.7","NaN","113.53","NaN","NaN","NaN","NaN","NaN","NaN","226.02","NaN","NaN","NaN","NaN","NaN","NaN","43.9","NaN","51.17","NaN","48.44","NaN","NaN","NaN","123.86","NaN","NaN","NaN","150.24","NaN","38.5","NaN","32.63","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","54.41","NaN","NaN","NaN","3112"
"23(1,G3)","Unknown21","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","20"
"24(1,H3)","Unknown22","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","10"
"25(1,A4)","Unknown23","NaN","NaN","51.02","NaN","171.6","NaN","NaN","NaN","NaN","NaN","NaN","235.49","NaN","NaN","NaN","NaN","NaN","NaN","46.52","NaN","68.75","NaN","43.96","NaN","NaN","NaN","203.89","NaN","NaN","NaN","174.27","NaN","41.27","NaN","34.57","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","93.92","NaN","NaN","NaN","2689"
"26(1,B4)","Unknown24","NaN","NaN","53.22","NaN","122.93","NaN","NaN","NaN","NaN","NaN","NaN","272.09","NaN","NaN","NaN","NaN","NaN","NaN","50.25","NaN","57.02","NaN","52.2","NaN","NaN","NaN","161.99","NaN","NaN","NaN","150.6","NaN","38.6","NaN","33.23","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","70.67","NaN","NaN","NaN","3002"
"27(1,C4)","Unknown25","NaN","NaN","55.17","NaN","259.03","NaN","NaN","NaN","NaN","NaN","NaN","2440.93","NaN","NaN","NaN","NaN","NaN","NaN","44.86","NaN","125.64","NaN","41.8","NaN","NaN","NaN","227.72","NaN","NaN","NaN","169.72","NaN","39.19","NaN","32.43","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","288.92","NaN","NaN","NaN","3038"
"28(1,D4)","Unknown26","NaN","NaN","52.23","NaN","80.61","NaN","NaN","NaN","NaN","NaN","NaN","409.56","NaN","NaN","NaN","NaN","NaN","NaN","43.73","NaN","53.87","NaN","44.17","NaN","NaN","NaN","131.98","NaN","NaN","NaN","154.86","NaN","38.69","NaN","33.88","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","44.52","NaN","NaN","NaN","2675"
"29(1,E4)","Unknown27","NaN","NaN","72.06","NaN","247.66","NaN","NaN","NaN","NaN","NaN","NaN","242.23","NaN","NaN","NaN","NaN","NaN","NaN","46.77","NaN","52.63","NaN","44.22","NaN","NaN","NaN","212.76","NaN","NaN","NaN","145.43","NaN","38.78","NaN","30.42","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","152.49","NaN","NaN","NaN","2399"
"30(1,F4)","Unknown28","NaN","NaN","46.88","NaN","164.02","NaN","NaN","NaN","NaN","NaN","NaN","289.89","NaN","NaN","NaN","NaN","NaN","NaN","45.5","NaN","52.29","NaN","36.64","NaN","NaN","NaN","144.3","NaN","NaN","NaN","188.57","NaN","37.87","NaN","28.22","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","52.82","NaN","NaN","NaN","3423"
"33(1,A5)","Unknown29","NaN","NaN","55.7","NaN","236.36","NaN","NaN","NaN","NaN","NaN","NaN","185.11","NaN","NaN","NaN","NaN","NaN","NaN","44.19","NaN","90.77","NaN","41.91","NaN","NaN","NaN","209.4","NaN","NaN","NaN","152.84","NaN","36.84","NaN","33.95","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","171.96","NaN","NaN","NaN","3590"
"34(1,B5)","Unknown30","NaN","NaN","54.7","NaN","237.47","NaN","NaN","NaN","NaN","NaN","NaN","245.05","NaN","NaN","NaN","NaN","NaN","NaN","47","NaN","47.67","NaN","45.5","NaN","NaN","NaN","217","NaN","NaN","NaN","161.79","NaN","37.22","NaN","32.55","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","99.98","NaN","NaN","NaN","3493"
"35(1,C5)","Unknown31","NaN","NaN","55.93","NaN","216.91","NaN","NaN","NaN","NaN","NaN","NaN","234.13","NaN","NaN","NaN","NaN","NaN","NaN","44.48","NaN","53.17","NaN","44.02","NaN","NaN","NaN","147.61","NaN","NaN","NaN","157.23","NaN","39.08","NaN","32.09","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","83.7","NaN","NaN","NaN","3098"
"36(1,D5)","Unknown32","NaN","NaN","69.64","NaN","216.41","NaN","NaN","NaN","NaN","NaN","NaN","118.83","NaN","NaN","NaN","NaN","NaN","NaN","41.61","NaN","53.58","NaN","40.51","NaN","NaN","NaN","192.61","NaN","NaN","NaN","166.14","NaN","38.33","NaN","31.21","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","119.77","NaN","NaN","NaN","2591"
"37(1,E5)","Unknown33","NaN","NaN","68.97","NaN","217.66","NaN","NaN","NaN","NaN","NaN","NaN","489.33","NaN","NaN","NaN","NaN","NaN","NaN","46.67","NaN","62.93","NaN","41.48","NaN","NaN","NaN","198.53","NaN","NaN","NaN","164","NaN","37.34","NaN","30.61","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","102.37","NaN","NaN","NaN","3383"
"38(1,F5)","Unknown34","NaN","NaN","54.48","NaN","128.38","NaN","NaN","NaN","NaN","NaN","NaN","233.76","NaN","NaN","NaN","NaN","NaN","NaN","42.21","NaN","46.88","NaN","38.03","NaN","NaN","NaN","139.63","NaN","NaN","NaN","149.21","NaN","38.15","NaN","31.12","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","49.53","NaN","NaN","NaN","3289"
"39(1,G5)","Unknown35","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","28"
"40(1,H5)","Unknown36","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","13"
"41(1,A6)","Unknown37","NaN","NaN","77.17","NaN","163.98","NaN","NaN","NaN","NaN","NaN","NaN","235.9","NaN","NaN","NaN","NaN","NaN","NaN","55.99","NaN","86.6","NaN","70.31","NaN","NaN","NaN","173.09","NaN","NaN","NaN","143.32","NaN","47.13","NaN","44.73","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","116.29","NaN","NaN","NaN","2450"
"42(1,B6)","Unknown38","NaN","NaN","52.14","NaN","183.59","NaN","NaN","NaN","NaN","NaN","NaN","325.07","NaN","NaN","NaN","NaN","NaN","NaN","44.28","NaN","50.21","NaN","39.23","NaN","NaN","NaN","195.96","NaN","NaN","NaN","152.51","NaN","39.21","NaN","36.72","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","78.26","NaN","NaN","NaN","3015"
"43(1,C6)","Unknown39","NaN","NaN","63.5","NaN","108.49","NaN","NaN","NaN","NaN","NaN","NaN","241.89","NaN","NaN","NaN","NaN","NaN","NaN","43.13","NaN","66.3","NaN","45.15","NaN","NaN","NaN","129.86","NaN","NaN","NaN","143.71","NaN","40.03","NaN","31.81","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","49.68","NaN","NaN","NaN","3116"
"44(1,D6)","Unknown40","NaN","NaN","51.28","NaN","256.45","NaN","NaN","NaN","NaN","NaN","NaN","4908.18","NaN","NaN","NaN","NaN","NaN","NaN","44.18","NaN","63.65","NaN","40.1","NaN","NaN","NaN","204.02","NaN","NaN","NaN","158.1","NaN","39.92","NaN","32.31","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","131.58","NaN","NaN","NaN","3232"
"45(1,E6)","Unknown41","NaN","NaN","50.33","NaN","172.19","NaN","NaN","NaN","NaN","NaN","NaN","294.57","NaN","NaN","NaN","NaN","NaN","NaN","40.69","NaN","57.07","NaN","36.35","NaN","NaN","NaN","177.31","NaN","NaN","NaN","159.06","NaN","39.31","NaN","28.53","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","97.22","NaN","NaN","NaN","3327"
"46(1,F6)","Unknown42","NaN","NaN","53.39","NaN","55.69","NaN","NaN","NaN","NaN","NaN","NaN","233.78","NaN","NaN","NaN","NaN","NaN","NaN","57.88","NaN","56.29","NaN","44.8","NaN","NaN","NaN","84.73","NaN","NaN","NaN","139.8","NaN","38.27","NaN","30.08","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","48.95","NaN","NaN","NaN","3030"
"49(1,A7)","Unknown43","NaN","NaN","50.02","NaN","272.99","NaN","NaN","NaN","NaN","NaN","NaN","205.17","NaN","NaN","NaN","NaN","NaN","NaN","42.29","NaN","51.93","NaN","38.29","NaN","NaN","NaN","220.07","NaN","NaN","NaN","155.49","NaN","36.33","NaN","30.9","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","140.11","NaN","NaN","NaN","2853"
"50(1,B7)","Unknown44","NaN","NaN","51.25","NaN","119.49","NaN","NaN","NaN","NaN","NaN","NaN","109.29","NaN","NaN","NaN","NaN","NaN","NaN","42.92","NaN","47.28","NaN","42.54","NaN","NaN","NaN","132.17","NaN","NaN","NaN","148.63","NaN","38.25","NaN","26.06","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","112.89","NaN","NaN","NaN","3101"
"51(1,C7)","Unknown45","NaN","NaN","48.24","NaN","221.35","NaN","NaN","NaN","NaN","NaN","NaN","113.34","NaN","NaN","NaN","NaN","NaN","NaN","41.34","NaN","45.77","NaN","35.39","NaN","NaN","NaN","179.34","NaN","NaN","NaN","146.87","NaN","37.14","NaN","32.32","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","114.54","NaN","NaN","NaN","2716"
"52(1,D7)","Unknown46","NaN","NaN","51.86","NaN","239.44","NaN","NaN","NaN","NaN","NaN","NaN","161.48","NaN","NaN","NaN","NaN","NaN","NaN","38.77","NaN","46.32","NaN","42.33","NaN","NaN","NaN","144.25","NaN","NaN","NaN","155.41","NaN","38.95","NaN","29.55","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","114.44","NaN","NaN","NaN","2635"
"54(1,F7)","Unknown47","NaN","NaN","53.65","NaN","79.14","NaN","NaN","NaN","NaN","NaN","NaN","229.6","NaN","NaN","NaN","NaN","NaN","NaN","39.92","NaN","59.42","NaN","38.21","NaN","NaN","NaN","110.42","NaN","NaN","NaN","158.86","NaN","38.76","NaN","31.62","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","43.2","NaN","NaN","NaN","2832"
"55(1,G7)","Unknown48","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","22"
"56(1,H7)","Unknown49","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","13"
"57(1,A8)","Unknown50","NaN","NaN","55.58","NaN","171.79","NaN","NaN","NaN","NaN","NaN","NaN","195.46","NaN","NaN","NaN","NaN","NaN","NaN","45.59","NaN","57.61","NaN","43.18","NaN","NaN","NaN","186.89","NaN","NaN","NaN","148.72","NaN","37.93","NaN","32.76","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","84.47","NaN","NaN","NaN","3293"
"58(1,B8)","Unknown51","NaN","NaN","45.88","NaN","231.46","NaN","NaN","NaN","NaN","NaN","NaN","105.91","NaN","NaN","NaN","NaN","NaN","NaN","47.45","NaN","48.17","NaN","39.93","NaN","NaN","NaN","193.39","NaN","NaN","NaN","154.92","NaN","37.94","NaN","33.24","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","134.4","NaN","NaN","NaN","2772"
"59(1,C8)","Unknown52","NaN","NaN","53.07","NaN","297.91","NaN","NaN","NaN","NaN","NaN","NaN","2138.05","NaN","NaN","NaN","NaN","NaN","NaN","44.1","NaN","45.74","NaN","42.59","NaN","NaN","NaN","209.02","NaN","NaN","NaN","147.1","NaN","39.1","NaN","40.23","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","178.96","NaN","NaN","NaN","3088"
"60(1,D8)","Unknown53","NaN","NaN","53.01","NaN","87.84","NaN","NaN","NaN","NaN","NaN","NaN","156.32","NaN","NaN","NaN","NaN","NaN","NaN","44.59","NaN","47.63","NaN","39.39","NaN","NaN","NaN","106.47","NaN","NaN","NaN","156.62","NaN","34.7","NaN","32.27","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","45.31","NaN","NaN","NaN","2784"
"62(1,F8)","Unknown54","NaN","NaN","53.15","NaN","74.67","NaN","NaN","NaN","NaN","NaN","NaN","245.37","NaN","NaN","NaN","NaN","NaN","NaN","42.27","NaN","45.85","NaN","37.81","NaN","NaN","NaN","112.34","NaN","NaN","NaN","152.18","NaN","43.68","NaN","28.8","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","42.2","NaN","NaN","NaN","3176"
"65(1,A9)","Unknown55","NaN","NaN","64.65","NaN","281.74","NaN","NaN","NaN","NaN","NaN","NaN","210.36","NaN","NaN","NaN","NaN","NaN","NaN","42.58","NaN","47.93","NaN","36.57","NaN","NaN","NaN","228.54","NaN","NaN","NaN","168.43","NaN","36.73","NaN","29.2","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","165.77","NaN","NaN","NaN","2972"
"66(1,B9)","Unknown56","NaN","NaN","56.02","NaN","152.82","NaN","NaN","NaN","NaN","NaN","NaN","115.91","NaN","NaN","NaN","NaN","NaN","NaN","46.59","NaN","53.67","NaN","41.02","NaN","NaN","NaN","168.15","NaN","NaN","NaN","179","NaN","41.31","NaN","34.25","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","112","NaN","NaN","NaN","3173"
"67(1,C9)","Unknown57","NaN","NaN","64.97","NaN","226.25","NaN","NaN","NaN","NaN","NaN","NaN","292.51","NaN","NaN","NaN","NaN","NaN","NaN","45.05","NaN","46.3","NaN","40.84","NaN","NaN","NaN","153.8","NaN","NaN","NaN","157.73","NaN","35.5","NaN","28.63","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","84.84","NaN","NaN","NaN","2901"
"68(1,D9)","Unknown58","NaN","NaN","60.08","NaN","251.74","NaN","NaN","NaN","NaN","NaN","NaN","2292.85","NaN","NaN","NaN","NaN","NaN","NaN","58.54","NaN","68.29","NaN","49.27","NaN","NaN","NaN","166.81","NaN","NaN","NaN","165.41","NaN","43.81","NaN","31.8","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","202.13","NaN","NaN","NaN","2587"
